,DES,T/K,V/cP,MCI,Avg Molar, omega
0,DES2,293.15,0.0489,0.051962004,87.66,1.7208
1,DES2,293.85,0.0479,0.050127309,87.66,1.7208
2,DES2,294.65,0.0459,0.048135913,87.66,1.7208
3,DES2,295.45,0.0439,0.046249881,87.66,1.7208
4,DES2,296.25,0.0429,0.044462394,87.66,1.7208
5,DES2,297.05,0.0409,0.042767148,87.66,1.7208
6,DES2,297.85,0.0399,0.041158313,87.66,1.7208
7,DES2,298.55,0.0379,0.039817213,87.66,1.7208
8,DES2,299.35,0.0369,0.038356162,87.66,1.7208
9,DES2,300.15,0.0359,0.036967042,87.66,1.7208
10,DES2,300.95,0.0349,0.035645507,87.66,1.7208
11,DES2,301.65,0.0339,0.034541422,87.66,1.7208
12,DES2,302.45,0.0329,0.033335944,87.66,1.7208
13,DES2,303.25,0.0319,0.032187185,87.66,1.7208
14,DES2,303.95,0.0309,0.031225961,87.66,1.7208
15,DES2,304.75,0.0299,0.030174876,87.66,1.7208
16,DES2,305.55,0.0289,0.029171658,87.66,1.7208
17,DES2,306.25,0.0279,0.028330993,87.66,1.7208
18,DES2,307.05,0.0279,0.027410426,87.66,1.7208
19,DES2,307.85,0.0269,0.026530471,87.66,1.7208
20,DES2,308.65,0.0259,0.025688916,87.66,1.7208
21,DES2,309.35,0.0259,0.024982426,87.66,1.7208
22,DES2,310.15,0.0249,0.024207398,87.66,1.7208
23,DES2,310.95,0.0239,0.023465167,87.66,1.7208
24,DES2,311.65,0.0239,0.022841267,87.66,1.7208
25,DES2,312.45,0.0229,0.022155988,87.66,1.7208
26,DES2,313.25,0.0229,0.021498851,87.66,1.7208
27,DES2,313.95,0.0219,0.020945813,87.66,1.7208
28,DES2,314.75,0.0219,0.020337651,87.66,1.7208
29,DES2,315.55,0.0209,0.019753742,87.66,1.7208
30,DES2,316.25,0.0209,0.019261772,87.66,1.7208
31,DES2,317.05,0.0199,0.018720158,87.66,1.7208
32,DES2,317.85,0.0199,0.018199533,87.66,1.7208
33,DES2,318.65,0.0189,0.017698887,87.66,1.7208
34,DES2,319.35,0.0189,0.017276459,87.66,1.7208
35,DES2,320.15,0.0189,0.016810746,87.66,1.7208
36,DES2,320.95,0.0184,0.016362413,87.66,1.7208
37,DES2,321.65,0.0179,0.015983744,87.66,1.7208
38,DES2,322.45,0.0174,0.015565859,87.66,1.7208
39,DES2,323.25,0.0169,0.01516315,87.66,1.7208
40,DES3,293.05,0.0459,0.048146612,81.46,2.1223
41,DES3,293.85,0.0449,0.046225785,81.46,2.1223
42,DES3,294.65,0.0429,0.044406999,81.46,2.1223
43,DES3,295.45,0.0419,0.042683622,81.46,2.1223
44,DES3,296.25,0.0399,0.041049529,81.46,2.1223
45,DES3,297.05,0.0389,0.039499056,81.46,2.1223
46,DES3,297.85,0.0379,0.038026957,81.46,2.1223
47,DES3,298.55,0.0359,0.036799336,81.46,2.1223
48,DES3,299.35,0.0349,0.035461377,81.46,2.1223
49,DES3,300.15,0.0339,0.034188756,81.46,2.1223
50,DES3,300.95,0.0329,0.032977555,81.46,2.1223
51,DES3,301.65,0.0319,0.031965267,81.46,2.1223
52,DES3,302.45,0.0309,0.030859608,81.46,2.1223
53,DES3,303.25,0.0299,0.029805564,81.46,2.1223
54,DES3,303.95,0.0299,0.028923279,81.46,2.1223
55,DES3,304.75,0.0289,0.027958177,81.46,2.1223
56,DES3,305.55,0.0279,0.02703669,81.46,2.1223
57,DES3,306.25,0.0269,0.026264253,81.46,2.1223
58,DES3,307.05,0.0269,0.025418121,81.46,2.1223
59,DES3,307.85,0.0259,0.024609038,81.46,2.1223
60,DES3,308.65,0.0249,0.023835001,81.46,2.1223
61,DES3,309.35,0.0249,0.02318499,81.46,2.1223
62,DES3,310.15,0.0239,0.022471701,81.46,2.1223
63,DES3,310.95,0.0229,0.021788379,81.46,2.1223
64,DES3,311.65,0.0229,0.021213826,81.46,2.1223
65,DES3,312.45,0.0229,0.020582566,81.46,2.1223
66,DES3,313.25,0.0219,0.019977045,81.46,2.1223
67,DES3,313.95,0.0219,0.019467305,81.46,2.1223
68,DES3,314.75,0.0209,0.018906601,81.46,2.1223
69,DES3,315.55,0.0209,0.018368102,81.46,2.1223
70,DES3,316.25,0.0199,0.017914271,81.46,2.1223
71,DES3,317.05,0.0199,0.017414515,81.46,2.1223
72,DES3,317.85,0.0189,0.016933994,81.46,2.1223
73,DES3,318.65,0.0189,0.016471787,81.46,2.1223
74,DES3,319.35,0.0189,0.016081696,81.46,2.1223
75,DES3,320.15,0.0179,0.015651528,81.46,2.1223
76,DES3,320.95,0.0179,0.015237307,81.46,2.1223
77,DES3,321.65,0.0169,0.014887366,81.46,2.1223
78,DES3,322.45,0.0169,0.014501094,81.46,2.1223
79,DES3,323.25,0.0169,0.01412876,81.46,2.1223
80,DES4,293.05,0.0329,0.034181572,77.58,2.5238
81,DES4,293.85,0.0319,0.032906871,77.58,2.5238
82,DES4,294.65,0.0309,0.03169595,77.58,2.5238
83,DES4,295.45,0.0299,0.030544893,77.58,2.5238
84,DES4,296.25,0.0289,0.029450063,77.58,2.5238
85,DES4,297.05,0.0279,0.028408087,77.58,2.5238
86,DES4,297.85,0.0269,0.027415826,77.58,2.5238
87,DES4,298.55,0.0269,0.026586081,77.58,2.5238
88,DES4,299.35,0.0259,0.025679329,77.58,2.5238
89,DES4,300.15,0.0249,0.024814431,77.58,2.5238
90,DES4,300.95,0.0239,0.023989008,77.58,2.5238
91,DES4,301.65,0.0239,0.023297394,77.58,2.5238
92,DES4,302.45,0.0229,0.022540113,77.58,2.5238
93,DES4,303.25,0.0219,0.021816307,77.58,2.5238
94,DES4,303.95,0.0219,0.021208997,77.58,2.5238
95,DES4,304.75,0.0209,0.020543124,77.58,2.5238
96,DES4,305.55,0.0209,0.019905781,77.58,2.5238
97,DES4,306.25,0.0199,0.019370319,77.58,2.5238
98,DES4,307.05,0.0199,0.018782471,77.58,2.5238
99,DES4,307.85,0.0189,0.018219055,77.58,2.5238
100,DES4,308.65,0.0189,0.017678814,77.58,2.5238
101,DES4,309.35,0.0179,0.017224183,77.58,2.5238
102,DES4,310.15,0.0179,0.016724265,77.58,2.5238
103,DES4,310.95,0.0169,0.016244313,77.58,2.5238
104,DES4,311.65,0.0169,0.015839953,77.58,2.5238
105,DES4,312.45,0.0169,0.015394814,77.58,2.5238
106,DES4,313.25,0.0159,0.014966948,77.58,2.5238
107,DES4,313.95,0.0159,0.014606078,77.58,2.5238
108,DES4,314.75,0.0159,0.014208389,77.58,2.5238
109,DES4,315.55,0.0149,0.013825704,77.58,2.5238
110,DES4,316.25,0.0149,0.013502606,77.58,2.5238
111,DES4,317.05,0.0149,0.013146182,77.58,2.5238
112,DES4,317.85,0.0139,0.012802838,77.58,2.5238
113,DES4,318.65,0.0139,0.012471977,77.58,2.5238
114,DES4,319.35,0.0139,0.012192266,77.58,2.5238
115,DES4,320.15,0.0139,0.011883306,77.58,2.5238
116,DES4,320.95,0.0129,0.011585281,77.58,2.5238
117,DES4,321.65,0.0129,0.011333099,77.58,2.5238
118,DES4,322.45,0.0129,0.011054294,77.58,2.5238
119,DES4,323.25,0.0129,0.0107851,77.58,2.5238
120,DES5,293.05,0.0279,0.0287167,74.48,2.9253
121,DES5,293.85,0.0269,0.02768059,74.48,2.9253
122,DES5,294.65,0.0259,0.026694832,74.48,2.9253
123,DES5,295.45,0.0249,0.025756418,74.48,2.9253
124,DES5,296.25,0.0239,0.02486255,74.48,2.9253
125,DES5,297.05,0.0239,0.024010624,74.48,2.9253
126,DES5,297.85,0.0229,0.023198217,74.48,2.9253
127,DES5,298.55,0.0219,0.022517998,74.48,2.9253
128,DES5,299.35,0.0209,0.021773718,74.48,2.9253
129,DES5,300.15,0.0209,0.021062861,74.48,2.9253
130,DES5,300.95,0.0199,0.020383574,74.48,2.9253
131,DES5,301.65,0.0199,0.019813732,74.48,2.9253
132,DES5,302.45,0.0189,0.01918906,74.48,2.9253
133,DES5,303.25,0.0189,0.018591275,74.48,2.9253
134,DES5,303.95,0.0179,0.018089141,74.48,2.9253
135,DES5,304.75,0.0179,0.01753798,74.48,2.9253
136,DES5,305.55,0.0169,0.017009828,74.48,2.9253
137,DES5,306.25,0.0169,0.01656563,74.48,2.9253
138,DES5,307.05,0.0159,0.016077467,74.48,2.9253
139,DES5,307.85,0.0159,0.015609082,74.48,2.9253
140,DES5,308.65,0.0159,0.015159481,74.48,2.9253
141,DES5,309.35,0.0149,0.014780752,74.48,2.9253
142,DES5,310.15,0.0149,0.014363893,74.48,2.9253
143,DES5,310.95,0.0149,0.013963274,74.48,2.9253
144,DES5,311.65,0.0139,0.013625435,74.48,2.9253
145,DES5,312.45,0.0139,0.013253182,74.48,2.9253
146,DES5,313.25,0.0139,0.012895027,74.48,2.9253
147,DES5,313.95,0.0139,0.012592682,74.48,2.9253
148,DES5,314.75,0.0129,0.012259197,74.48,2.9253
149,DES5,315.55,0.0129,0.011937996,74.48,2.9253
150,DES5,316.25,0.0129,0.011666578,74.48,2.9253
151,DES5,317.05,0.0129,0.011366914,74.48,2.9253
152,DES5,317.85,0.0119,0.011077993,74.48,2.9253
153,DES5,318.65,0.0119,0.010799334,74.48,2.9253
154,DES5,319.35,0.0119,0.010563567,74.48,2.9253
155,DES5,320.15,0.0119,0.010302941,74.48,2.9253
156,DES5,320.95,0.0119,0.010051332,74.48,2.9253
157,DES5,321.65,0.0109,0.009838262,74.48,2.9253
158,DES5,322.45,0.0109,0.009602522,74.48,2.9253
159,DES5,323.25,0.0109,0.009374729,74.48,2.9253
160,DES6,293.05,0.458,0.466739557,115.87,1.607
161,DES6,294.45,0.434,0.417988903,115.87,1.607
162,DES6,294.95,0.422,0.402192952,115.87,1.607
163,DES6,295.65,0.403,0.38136125,115.87,1.607
164,DES6,296.35,0.385,0.361915931,115.87,1.607
165,DES6,297.05,0.366,0.343746025,115.87,1.607
166,DES6,297.85,0.347,0.324413434,115.87,1.607
167,DES6,298.55,0.332,0.308649329,115.87,1.607
168,DES6,299.35,0.317,0.291839568,115.87,1.607
169,DES6,300.15,0.301,0.276210635,115.87,1.607
170,DES6,300.85,0.287,0.263425191,115.87,1.607
171,DES6,301.65,0.275,0.249748799,115.87,1.607
172,DES6,302.45,0.263,0.236991597,115.87,1.607
173,DES6,303.15,0.252,0.226524289,115.87,1.607
174,DES6,303.95,0.24,0.215295187,115.87,1.607
175,DES6,304.75,0.23,0.204789291,115.87,1.607
176,DES6,305.45,0.221,0.196145494,115.87,1.607
177,DES6,306.25,0.213,0.186847862,115.87,1.607
178,DES6,307.05,0.204,0.178124877,115.87,1.607
179,DES6,307.75,0.195,0.170929744,115.87,1.607
180,DES6,308.55,0.186,0.163171237,115.87,1.607
181,DES6,309.35,0.179,0.155873519,115.87,1.607
182,DES6,310.05,0.173,0.149839832,115.87,1.607
183,DES6,310.85,0.166,0.143318794,115.87,1.607
184,DES6,311.65,0.16,0.137170388,115.87,1.607
185,DES6,312.45,0.154,0.131368733,115.87,1.607
186,DES6,313.15,0.149,0.126557984,115.87,1.607
187,DES6,313.95,0.144,0.121343886,115.87,1.607
188,DES6,314.75,0.139,0.116413158,115.87,1.607
189,DES6,315.45,0.134,0.112316439,115.87,1.607
190,DES6,316.25,0.13,0.107867608,115.87,1.607
191,DES6,317.05,0.126,0.10365202,115.87,1.607
192,DES6,317.75,0.122,0.100142955,115.87,1.607
193,DES6,318.55,0.118,0.096325361,115.87,1.607
194,DES6,319.35,0.114,0.092701044,115.87,1.607
195,DES6,320.15,0.11,0.089258046,115.87,1.607
196,DES6,320.85,0.107,0.086385419,115.87,1.607
197,DES6,321.65,0.103,0.083253118,115.87,1.607
198,DES6,322.45,0.1,0.080272335,115.87,1.607
199,DES6,323.15,0.098,0.077781367,115.87,1.607
200,DES7,293.05,0.445,0.449873378,107.78,2.2963
201,DES7,293.85,0.422,0.422138977,107.78,2.2963
202,DES7,294.65,0.399,0.39658977,107.78,2.2963
203,DES7,295.45,0.375,0.373019453,107.78,2.2963
204,DES7,296.25,0.353,0.351244228,107.78,2.2963
205,DES7,297.05,0.332,0.331100037,107.78,2.2963
206,DES7,297.75,0.314,0.314696107,107.78,2.2963
207,DES7,298.55,0.297,0.297226723,107.78,2.2963
208,DES7,299.35,0.281,0.281006327,107.78,2.2963
209,DES7,300.15,0.267,0.265927464,107.78,2.2963
210,DES7,300.85,0.252,0.253593583,107.78,2.2963
211,DES7,301.65,0.24,0.240401852,107.78,2.2963
212,DES7,302.45,0.227,0.228098317,107.78,2.2963
213,DES7,303.25,0.216,0.216610828,107.78,2.2963
214,DES7,303.95,0.205,0.207177162,107.78,2.2963
215,DES7,304.75,0.195,0.197048423,107.78,2.2963
216,DES7,305.55,0.185,0.187563736,107.78,2.2963
217,DES7,306.25,0.176,0.179753906,107.78,2.2963
218,DES7,307.05,0.169,0.171346798,107.78,2.2963
219,DES7,307.85,0.161,0.163452915,107.78,2.2963
220,DES7,308.65,0.154,0.156034292,107.78,2.2963
221,DES7,309.35,0.148,0.149905508,107.78,2.2963
222,DES7,310.15,0.141,0.143286807,107.78,2.2963
223,DES7,310.95,0.135,0.137051345,107.78,2.2963
224,DES7,311.65,0.129,0.131888446,107.78,2.2963
225,DES7,312.45,0.124,0.126300648,107.78,2.2963
226,DES7,313.25,0.119,0.121024393,107.78,2.2963
227,DES7,313.95,0.114,0.116646574,107.78,2.2963
228,DES7,314.75,0.109,0.111898813,107.78,2.2963
229,DES7,315.55,0.105,0.107406224,107.78,2.2963
230,DES7,316.25,0.101,0.103671355,107.78,2.2963
231,DES7,317.05,0.097,0.099613168,107.78,2.2963
232,DES7,317.85,0.093,0.095765456,107.78,2.2963
233,DES7,318.65,0.089,0.092114894,107.78,2.2963
234,DES7,319.35,0.086,0.089072652,107.78,2.2963
235,DES7,320.15,0.083,0.085759198,107.78,2.2963
236,DES7,320.95,0.081,0.082609794,107.78,2.2963
237,DES7,321.65,0.077,0.079980808,107.78,2.2963
238,DES7,322.45,0.074,0.077112769,107.78,2.2963
239,DES7,323.25,0.072,0.074382066,107.78,2.2963
240,DES8,293.05,0.366,0.368830109,103.98,2.9856
241,DES8,293.85,0.349,0.346909441,103.98,2.9856
242,DES8,294.65,0.328,0.326658817,103.98,2.9856
243,DES8,295.45,0.311,0.307925532,103.98,2.9856
244,DES8,296.25,0.293,0.290573034,103.98,2.9856
245,DES8,297.05,0.277,0.274478996,103.98,2.9856
246,DES8,297.75,0.262,0.261342465,103.98,2.9856
247,DES8,298.55,0.248,0.247320913,103.98,2.9856
248,DES8,299.35,0.234,0.23427112,103.98,2.9856
249,DES8,300.15,0.223,0.22211192,103.98,2.9856
250,DES8,300.85,0.211,0.212145383,103.98,2.9856
251,DES8,301.65,0.2,0.201463999,103.98,2.9856
252,DES8,302.45,0.188,0.191480746,103.98,2.9856
253,DES8,303.25,0.18,0.182140489,103.98,2.9856
254,DES8,303.95,0.172,0.174455742,103.98,2.9856
255,DES8,304.75,0.164,0.166189712,103.98,2.9856
256,DES8,305.55,0.156,0.158434569,103.98,2.9856
257,DES8,306.25,0.149,0.152037753,103.98,2.9856
258,DES8,307.05,0.143,0.145140057,103.98,2.9856
259,DES8,307.85,0.137,0.138652008,103.98,2.9856
260,DES8,308.65,0.131,0.132544082,103.98,2.9856
261,DES8,309.35,0.125,0.12749015,103.98,2.9856
262,DES8,310.15,0.12,0.122023832,103.98,2.9856
263,DES8,310.95,0.115,0.116865768,103.98,2.9856
264,DES8,311.65,0.11,0.112588662,103.98,2.9856
265,DES8,312.45,0.106,0.107952918,103.98,2.9856
266,DES8,313.25,0.101,0.103569079,103.98,2.9856
267,DES8,313.95,0.098,0.099926716,103.98,2.9856
268,DES8,314.75,0.094,0.095971262,103.98,2.9856
269,DES8,315.55,0.09,0.092223149,103.98,2.9856
270,DES8,316.25,0.087,0.089103183,103.98,2.9856
271,DES8,317.05,0.084,0.085708865,103.98,2.9856
272,DES8,317.85,0.08,0.08248636,103.98,2.9856
273,DES8,318.65,0.077,0.079425037,103.98,2.9856
274,DES8,319.35,0.075,0.076870829,103.98,2.9856
275,DES8,320.15,0.072,0.074085699,103.98,2.9856
276,DES8,320.95,0.07,0.071435259,103.98,2.9856
277,DES8,321.65,0.067,0.069220325,103.98,2.9856
278,DES8,322.45,0.065,0.066801357,103.98,2.9856
279,DES8,323.25,0.063,0.064217365,103.98,2.9856
280,DES9,293.05,0.316,0.317476502,101.61,3.6749
281,DES9,293.85,0.3,0.299134064,101.61,3.6749
282,DES9,294.65,0.284,0.282153315,101.61,3.6749
283,DES9,295.45,0.269,0.266412775,101.61,3.6749
284,DES9,296.25,0.255,0.251803514,101.61,3.6749
285,DES9,297.05,0.241,0.238227685,101.61,3.6749
286,DES9,297.85,0.229,0.225597253,101.61,3.6749
287,DES9,298.55,0.216,0.215258579,101.61,3.6749
288,DES9,299.35,0.206,0.204193015,101.61,3.6749
289,DES9,300.15,0.196,0.193864896,101.61,3.6749
290,DES9,300.85,0.185,0.185385937,101.61,3.6749
291,DES9,301.65,0.176,0.17628496,101.61,3.6749
292,DES9,302.45,0.168,0.16776531,101.61,3.6749
293,DES9,303.25,0.16,0.159782065,101.61,3.6749
294,DES9,303.95,0.154,0.153204515,101.61,3.6749
295,DES9,304.75,0.147,0.146119699,101.61,3.6749
296,DES9,305.55,0.141,0.139463235,101.61,3.6749
297,DES9,306.25,0.135,0.133965454,101.61,3.6749
298,DES9,307.05,0.129,0.128029613,101.61,3.6749
299,DES9,307.85,0.123,0.122438852,101.61,3.6749
300,DES9,308.65,0.118,0.1171688,101.61,3.6749
301,DES9,309.35,0.114,0.112802957,101.61,3.6749
302,DES9,310.15,0.109,0.108075388,101.61,3.6749
303,DES9,310.95,0.105,0.103609001,101.61,3.6749
304,DES9,311.65,0.101,0.099901316,101.61,3.6749
305,DES9,312.45,0.097,0.095878374,101.61,3.6749
306,DES9,313.25,0.093,0.092069723,101.61,3.6749
307,DES9,313.95,0.089,0.088901965,101.61,3.6749
308,DES9,314.75,0.086,0.085458412,101.61,3.6749
309,DES9,315.55,0.083,0.082191898,101.61,3.6749
310,DES9,316.25,0.08,0.079470162,101.61,3.6749
311,DES9,317.05,0.077,0.076506267,101.61,3.6749
312,DES9,317.85,0.074,0.073689588,101.61,3.6749
313,DES9,318.65,0.072,0.071011177,101.61,3.6749
314,DES9,319.35,0.069,0.068774442,101.61,3.6749
315,DES9,320.15,0.067,0.066333344,101.61,3.6749
316,DES9,320.95,0.065,0.064008161,101.61,3.6749
317,DES9,321.65,0.063,0.062063393,101.61,3.6749
318,DES9,322.45,0.06,0.059937719,101.61,3.6749
319,DES9,323.25,0.059,0.057909768,101.61,3.6749
320,DES10,293.05,0.265,0.265553797,99.7,4.3641
321,DES10,293.85,0.252,0.250736746,99.7,4.3641
322,DES10,294.65,0.238,0.236985161,99.7,4.3641
323,DES10,295.45,0.226,0.224206827,99.7,4.3641
324,DES10,296.25,0.215,0.21231878,99.7,4.3641
325,DES10,297.05,0.204,0.201246256,99.7,4.3641
326,DES10,297.85,0.193,0.19092178,99.7,4.3641
327,DES10,298.55,0.183,0.182453399,99.7,4.3641
328,DES10,299.35,0.175,0.173371664,99.7,4.3641
329,DES10,300.15,0.166,0.164877694,99.7,4.3641
330,DES10,300.95,0.159,0.156925486,99.7,4.3641
331,DES10,301.65,0.152,0.150378755,99.7,4.3641
332,DES10,302.45,0.146,0.143332615,99.7,4.3641
333,DES10,303.25,0.139,0.136717842,99.7,4.3641
334,DES10,303.95,0.134,0.131258535,99.7,4.3641
335,DES10,304.75,0.128,0.125368469,99.7,4.3641
336,DES10,305.55,0.123,0.119824974,99.7,4.3641
337,DES10,306.25,0.117,0.115239189,99.7,4.3641
338,DES10,307.05,0.113,0.110280388,99.7,4.3641
339,DES10,307.85,0.108,0.105602363,99.7,4.3641
340,DES10,308.65,0.105,0.101185773,99.7,4.3641
341,DES10,309.35,0.1,0.097521697,99.7,4.3641
342,DES10,310.15,0.096,0.093548471,99.7,4.3641
343,DES10,310.95,0.093,0.089789253,99.7,4.3641
344,DES10,311.65,0.089,0.086664413,99.7,4.3641
345,DES10,312.45,0.086,0.083269425,99.7,4.3641
346,DES10,313.25,0.083,0.080050867,99.7,4.3641
347,DES10,313.95,0.08,0.077370532,99.7,4.3641
348,DES10,314.75,0.077,0.074453252,99.7,4.3641
349,DES10,315.55,0.075,0.071682392,99.7,4.3641
350,DES10,316.25,0.072,0.069370915,99.7,4.3641
351,DES10,317.05,0.07,0.066850868,99.7,4.3641
352,DES10,317.85,0.067,0.064453093,99.7,4.3641
353,DES10,318.65,0.065,0.06217032,99.7,4.3641
354,DES10,319.35,0.062,0.060261903,99.7,4.3641
355,DES10,320.15,0.061,0.058176899,99.7,4.3641
356,DES10,320.95,0.059,0.056188681,99.7,4.3641
357,DES10,321.65,0.057,0.054524041,99.7,4.3641
358,DES10,322.45,0.055,0.052702719,99.7,4.3641
359,DES10,323.25,0.054,0.050963297,99.7,4.3641
360,DES11,293.05,0.096,0.099505588,144.91,2.1383
361,DES11,293.85,0.092,0.09523039,144.91,2.1383
362,DES11,294.65,0.088,0.091197846,144.91,2.1383
363,DES11,295.45,0.084,0.087391173,144.91,2.1383
364,DES11,296.25,0.081,0.083794943,144.91,2.1383
365,DES11,297.05,0.077,0.080394961,144.91,2.1383
366,DES11,297.75,0.074,0.077570657,144.91,2.1383
367,DES11,298.55,0.071,0.074504202,144.91,2.1383
368,DES11,299.35,0.069,0.07159908,144.91,2.1383
369,DES11,300.15,0.066,0.068844909,144.91,2.1383
370,DES11,300.85,0.064,0.066551273,144.91,2.1383
371,DES11,301.65,0.062,0.064054829,144.91,2.1383
372,DES11,302.45,0.059,0.061683621,144.91,2.1383
373,DES11,303.25,0.057,0.059429946,144.91,2.1383
374,DES11,303.95,0.055,0.057548765,144.91,2.1383
375,DES11,304.75,0.053,0.055496609,144.91,2.1383
376,DES11,305.55,0.051,0.053542785,144.91,2.1383
377,DES11,306.25,0.05,0.051909291,144.91,2.1383
378,DES11,307.05,0.048,0.050124552,144.91,2.1383
379,DES11,307.85,0.047,0.048422556,144.91,2.1383
380,DES11,308.65,0.045,0.046798583,144.91,2.1383
381,DES11,309.35,0.044,0.045438141,144.91,2.1383
382,DES11,310.15,0.043,0.043948822,144.91,2.1383
383,DES11,310.95,0.041,0.042525636,144.91,2.1383
384,DES11,311.65,0.04,0.041331745,144.91,2.1383
385,DES11,312.45,0.039,0.04002298,144.91,2.1383
386,DES11,313.25,0.038,0.038770553,144.91,2.1383
387,DES11,313.95,0.037,0.037718534,144.91,2.1383
388,DES11,314.75,0.036,0.036563814,144.91,2.1383
389,DES11,315.55,0.035,0.035457315,144.91,2.1383
390,DES11,316.25,0.034,0.034526723,144.91,2.1383
391,DES11,317.05,0.033,0.033504045,144.91,2.1383
392,DES11,317.85,0.032,0.032522828,144.91,2.1383
393,DES11,318.55,0.031,0.031696633,144.91,2.1383
394,DES11,319.35,0.03,0.03078764,144.91,2.1383
395,DES11,320.15,0.03,0.029914447,144.91,2.1383
396,DES11,320.95,0.029,0.029075305,144.91,2.1383
397,DES11,321.65,0.028,0.02836769,144.91,2.1383
398,DES11,322.45,0.027,0.027588026,144.91,2.1383
399,DES11,323.25,0.027,0.026837923,144.91,2.1383
400,DES12,293.05,0.101,0.102286454,146.7,3.3588
401,DES12,293.85,0.097,0.097876474,146.7,3.3588
402,DES12,294.65,0.093,0.09371758,146.7,3.3588
403,DES12,295.45,0.089,0.089792354,146.7,3.3588
404,DES12,296.25,0.085,0.086084788,146.7,3.3588
405,DES12,297.05,0.082,0.082580158,146.7,3.3588
406,DES12,297.75,0.078,0.079669392,146.7,3.3588
407,DES12,298.55,0.075,0.076509557,146.7,3.3588
408,DES12,299.35,0.072,0.073516457,146.7,3.3588
