,DES,T/K,V/cP,MCI,Avg Molar, omega
1202,DES36,294.65,1.382,1.304989278,128.94,3.0108
1203,DES36,295.45,1.302,1.21769713,128.94,3.0108
1204,DES36,296.25,1.217,1.137817245,128.94,3.0108
1205,DES36,297.05,1.15,1.064598226,128.94,3.0108
1206,DES36,297.75,1.077,1.005471973,128.94,3.0108
1207,DES36,298.55,1.015,0.943013675,128.94,3.0108
1208,DES36,299.35,0.96,0.885506128,128.94,3.0108
1209,DES36,300.15,0.909,0.832479465,128.94,3.0108
1210,DES36,300.85,0.843,0.789426839,128.94,3.0108
1211,DES36,301.65,0.797,0.743709869,128.94,3.0108
1212,DES36,302.45,0.745,0.70138835,128.94,3.0108
1213,DES36,303.25,0.706,0.662159482,128.94,3.0108
1214,DES36,303.95,0.664,0.630156994,128.94,3.0108
1215,DES36,304.75,0.623,0.59601673,128.94,3.0108
1216,DES36,305.55,0.587,0.564260334,128.94,3.0108
1217,DES36,306.25,0.554,0.53827097,128.94,3.0108
1218,DES36,307.05,0.528,0.510459596,128.94,3.0108
1219,DES36,307.85,0.499,0.484506892,128.94,3.0108
1220,DES36,308.65,0.478,0.46026302,128.94,3.0108
1221,DES36,309.35,0.453,0.440344329,128.94,3.0108
1222,DES36,310.15,0.425,0.418948358,128.94,3.0108
1223,DES36,310.95,0.405,0.398903523,128.94,3.0108
1224,DES36,311.65,0.384,0.382391305,128.94,3.0108
1225,DES36,312.45,0.361,0.364608983,128.94,3.0108
1226,DES36,313.25,0.338,0.347905133,128.94,3.0108
1227,DES36,313.95,0.319,0.334111487,128.94,3.0108
1228,DES36,314.75,0.309,0.319221551,128.94,3.0108
1229,DES36,315.55,0.297,0.305200032,128.94,3.0108
1230,DES36,316.25,0.285,0.293595131,128.94,3.0108
1231,DES36,317.05,0.268,0.28104023,128.94,3.0108
1232,DES36,317.85,0.257,0.269190331,128.94,3.0108
1233,DES36,318.65,0.246,0.25799731,128.94,3.0108
1234,DES36,319.35,0.237,0.248707356,128.94,3.0108
1235,DES36,320.15,0.223,0.238629352,128.94,3.0108
1236,DES36,320.95,0.213,0.229090042,128.94,3.0108
1237,DES36,321.65,0.204,0.221157396,128.94,3.0108
1238,DES36,322.45,0.197,0.212535685,128.94,3.0108
1239,DES36,323.25,0.192,0.204358821,128.94,3.0108
1240,DES37,293.05,1.299,1.297661907,138.15,3.7
1241,DES37,293.85,1.246,1.205337743,138.15,3.7
1242,DES37,294.65,1.185,1.121315481,138.15,3.7
1243,DES37,295.45,1.117,1.044706145,138.15,3.7
1244,DES37,296.25,1.045,0.974730286,138.15,3.7
1245,DES37,297.05,0.986,0.910702813,138.15,3.7
1246,DES37,297.75,0.923,0.859082023,138.15,3.7
1247,DES37,298.55,0.869,0.804636655,138.15,3.7
1248,DES37,299.35,0.822,0.754587294,138.15,3.7
1249,DES37,300.15,0.777,0.70850932,138.15,3.7
1250,DES37,300.85,0.719,0.671151243,138.15,3.7
1251,DES37,301.65,0.683,0.631535438,138.15,3.7
1252,DES37,302.45,0.639,0.594913901,138.15,3.7
1253,DES37,303.25,0.605,0.561015124,138.15,3.7
1254,DES37,303.95,0.569,0.533395519,138.15,3.7
1255,DES37,304.75,0.535,0.503966681,138.15,3.7
1256,DES37,305.55,0.504,0.476627241,138.15,3.7
1257,DES37,306.25,0.476,0.454278461,138.15,3.7
1258,DES37,307.05,0.454,0.4303896,138.15,3.7
1259,DES37,307.85,0.429,0.408123142,138.15,3.7
1260,DES37,308.65,0.409,0.387346283,138.15,3.7
1261,DES37,309.35,0.388,0.370293701,138.15,3.7
1262,DES37,310.15,0.365,0.351994777,138.15,3.7
1263,DES37,310.95,0.348,0.334869314,138.15,3.7
1264,DES37,311.65,0.33,0.320775452,138.15,3.7
1265,DES37,312.45,0.311,0.305611612,138.15,3.7
1266,DES37,313.25,0.292,0.291381235,138.15,3.7
1267,DES37,313.95,0.276,0.27964055,138.15,3.7
1268,DES37,314.75,0.267,0.266977688,138.15,3.7
1269,DES37,315.55,0.256,0.255064099,138.15,3.7
1270,DES37,316.25,0.245,0.245211968,138.15,3.7
1271,DES37,317.05,0.231,0.234561901,138.15,3.7
1272,DES37,317.85,0.222,0.224518318,138.15,3.7
1273,DES37,318.65,0.212,0.215039266,138.15,3.7
1274,DES37,319.35,0.204,0.20717779,138.15,3.7
1275,DES37,320.15,0.193,0.198655703,138.15,3.7
1276,DES37,320.95,0.184,0.190595334,138.15,3.7
1277,DES37,321.65,0.176,0.183897261,138.15,3.7
1278,DES37,322.45,0.171,0.176622372,138.15,3.7
1279,DES37,323.25,0.165,0.169727804,138.15,3.7
1280,DES38,293.05,1.101,1.100841504,149.67,4.3893
1281,DES38,293.85,1.061,1.023316169,149.67,4.3893
1282,DES38,294.65,1,0.952696449,149.67,4.3893
1283,DES38,295.45,0.938,0.888249518,149.67,4.3893
1284,DES38,296.25,0.877,0.829332057,149.67,4.3893
1285,DES38,297.05,0.822,0.775377961,149.67,4.3893
1286,DES38,297.75,0.77,0.731845637,149.67,4.3893
1287,DES38,298.55,0.723,0.685897745,149.67,4.3893
1288,DES38,299.35,0.683,0.643627795,149.67,4.3893
1289,DES38,300.15,0.646,0.604683446,149.67,4.3893
1290,DES38,300.85,0.6,0.573087964,149.67,4.3893
1291,DES38,301.65,0.569,0.539561427,149.67,4.3893
1292,DES38,302.45,0.533,0.508548211,149.67,4.3893
1293,DES38,303.25,0.503,0.47982219,149.67,4.3893
1294,DES38,303.95,0.475,0.456403353,149.67,4.3893
1295,DES38,304.75,0.447,0.431436181,149.67,4.3893
1296,DES38,305.55,0.422,0.408227858,149.67,4.3893
1297,DES38,306.25,0.398,0.389245793,149.67,4.3893
1298,DES38,307.05,0.378,0.368944979,149.67,4.3893
1299,DES38,307.85,0.359,0.35001254,149.67,4.3893
1300,DES38,308.65,0.342,0.332337264,149.67,4.3893
1301,DES38,309.35,0.324,0.31782325,149.67,4.3893
1302,DES38,310.15,0.306,0.302241078,149.67,4.3893
1303,DES38,310.95,0.291,0.28765098,149.67,4.3893
1304,DES38,311.65,0.277,0.275638264,149.67,4.3893
1305,DES38,312.45,0.261,0.262707911,149.67,4.3893
1306,DES38,313.25,0.246,0.250567998,149.67,4.3893
1307,DES38,313.95,0.233,0.240547857,149.67,4.3893
1308,DES38,314.75,0.224,0.229736286,149.67,4.3893
1309,DES38,315.55,0.215,0.219560133,149.67,4.3893
1310,DES38,316.25,0.206,0.211141533,149.67,4.3893
1311,DES38,317.05,0.195,0.202037654,149.67,4.3893
1312,DES38,317.85,0.187,0.193448817,149.67,4.3893
1313,DES38,318.65,0.178,0.185339614,149.67,4.3893
1314,DES38,319.35,0.172,0.178611845,149.67,4.3893
1315,DES38,320.15,0.163,0.171316213,149.67,4.3893
1316,DES38,320.95,0.155,0.16441336,149.67,4.3893
1317,DES38,321.65,0.149,0.15867527,149.67,4.3893
1318,DES38,322.45,0.144,0.152441017,149.67,4.3893
1319,DES38,323.25,0.14,0.146530684,149.67,4.3893
1320,DES39,293.05,0.872,0.871966079,168.09,5.0786
1321,DES39,293.85,0.847,0.812585271,168.09,5.0786
1322,DES39,294.65,0.796,0.758332312,168.09,5.0786
1323,DES39,295.45,0.749,0.708678889,168.09,5.0786
1324,DES39,296.25,0.707,0.663159404,168.09,5.0786
1325,DES39,297.05,0.659,0.62136259,168.09,5.0786
1326,DES39,297.75,0.616,0.587556883,168.09,5.0786
1327,DES39,298.55,0.579,0.551791225,168.09,5.0786
1328,DES39,299.35,0.544,0.518808158,168.09,5.0786
1329,DES39,300.15,0.514,0.48834824,168.09,5.0786
1330,DES39,300.85,0.48,0.463582987,168.09,5.0786
1331,DES39,301.65,0.454,0.437249438,168.09,5.0786
1332,DES39,302.45,0.426,0.4128374,168.09,5.0786
1333,DES39,303.25,0.403,0.390178378,168.09,5.0786
1334,DES39,303.95,0.381,0.371670364,168.09,5.0786
1335,DES39,304.75,0.359,0.351902171,168.09,5.0786
1336,DES39,305.55,0.339,0.333491238,168.09,5.0786
1337,DES39,306.25,0.32,0.318406507,168.09,5.0786
1338,DES39,307.05,0.303,0.302246296,168.09,5.0786
1339,DES39,307.85,0.288,0.287148652,168.09,5.0786
1340,DES39,308.65,0.273,0.273029231,168.09,5.0786
1341,DES39,309.35,0.259,0.261416819,168.09,5.0786
1342,DES39,310.15,0.246,0.24893069,168.09,5.0786
1343,DES39,310.95,0.234,0.237220864,168.09,5.0786
1344,DES39,311.65,0.223,0.227565528,168.09,5.0786
1345,DES39,312.45,0.212,0.217157866,168.09,5.0786
1346,DES39,313.25,0.199,0.207371957,168.09,5.0786
1347,DES39,313.95,0.188,0.199283823,168.09,5.0786
1348,DES39,314.75,0.182,0.190545325,168.09,5.0786
1349,DES39,315.55,0.175,0.182309068,168.09,5.0786
1350,DES39,316.25,0.167,0.175486707,168.09,5.0786
1351,DES39,317.05,0.16,0.168099913,168.09,5.0786
1352,DES39,317.85,0.152,0.161122055,168.09,5.0786
1353,DES39,318.65,0.145,0.154525592,168.09,5.0786
1354,DES39,319.35,0.14,0.149046552,168.09,5.0786
1355,DES39,320.15,0.133,0.143098364,168.09,5.0786
1356,DES39,320.95,0.128,0.137463795,168.09,5.0786
1357,DES39,321.65,0.122,0.132774926,168.09,5.0786
1358,DES39,322.45,0.118,0.127675246,168.09,5.0786
1359,DES39,323.25,0.112,0.122835204,168.09,5.0786
1360,DES40,293.05,0.664,0.663554578,207.24,5.7679
1361,DES40,293.85,0.634,0.620353136,207.24,5.7679
1362,DES40,294.65,0.595,0.580730792,207.24,5.7679
1363,DES40,295.45,0.561,0.544333091,207.24,5.7679
1364,DES40,296.25,0.527,0.510846078,207.24,5.7679
1365,DES40,297.05,0.492,0.479991085,207.24,5.7679
1366,DES40,297.75,0.462,0.454956517,207.24,5.7679
1367,DES40,298.55,0.433,0.428389803,207.24,5.7679
1368,DES40,299.35,0.406,0.40381261,207.24,5.7679
1369,DES40,300.15,0.382,0.381046057,207.24,5.7679
1370,DES40,300.85,0.361,0.362484209,207.24,5.7679
1371,DES40,301.65,0.34,0.342693597,207.24,5.7679
1372,DES40,302.45,0.32,0.324295629,207.24,5.7679
1373,DES40,303.25,0.302,0.307172325,207.24,5.7679
1374,DES40,303.95,0.286,0.293151162,207.24,5.7679
1375,DES40,304.75,0.271,0.278139227,207.24,5.7679
1376,DES40,305.55,0.256,0.264122961,207.24,5.7679
1377,DES40,306.25,0.243,0.252612639,207.24,5.7679
1378,DES40,307.05,0.229,0.240254259,207.24,5.7679
1379,DES40,307.85,0.218,0.228681747,207.24,5.7679
1380,DES40,308.65,0.206,0.217834672,207.24,5.7679
1381,DES40,309.35,0.195,0.208895188,207.24,5.7679
1382,DES40,310.15,0.186,0.199263826,207.24,5.7679
1383,DES40,310.95,0.177,0.190212407,207.24,5.7679
1384,DES40,311.65,0.17,0.182734782,207.24,5.7679
1385,DES40,312.45,0.162,0.174659499,207.24,5.7679
1386,DES40,313.25,0.154,0.167051883,207.24,5.7679
1387,DES40,313.95,0.146,0.160752931,207.24,5.7679
1388,DES40,314.75,0.14,0.153935673,207.24,5.7679
1389,DES40,315.55,0.134,0.147498597,207.24,5.7679
1390,DES40,316.25,0.128,0.142157699,207.24,5.7679
1391,DES40,317.05,0.123,0.136365564,207.24,5.7679
1392,DES40,317.85,0.118,0.130884824,207.24,5.7679
1393,DES40,318.65,0.112,0.125695082,207.24,5.7679
1394,DES40,319.35,0.108,0.121377922,207.24,5.7679
1395,DES40,320.15,0.103,0.116684153,207.24,5.7679
1396,DES40,320.95,0.099,0.112230971,207.24,5.7679
1397,DES40,321.65,0.094,0.108519929,207.24,5.7679
1398,DES40,322.45,0.091,0.10447813,207.24,5.7679
1399,DES40,323.25,0.088,0.100636527,207.24,5.7679
1400,DES41,293.05,0.341,0.342704318,236.27,3.542
1401,DES41,293.85,0.326,0.32586683,236.27,3.542
1402,DES41,294.65,0.312,0.310107772,236.27,3.542
1403,DES41,295.45,0.299,0.295343516,236.27,3.542
1404,DES41,296.25,0.285,0.281497978,236.27,3.542
1405,DES41,297.05,0.272,0.268501853,236.27,3.542
1406,DES41,297.85,0.259,0.256291923,236.27,3.542
1407,DES41,298.55,0.249,0.24620765,236.27,3.542
1408,DES41,299.35,0.239,0.235320124,236.27,3.542
1409,DES41,300.15,0.228,0.225065751,236.27,3.542
1410,DES41,300.85,0.22,0.216577265,236.27,3.542
1411,DES41,301.65,0.212,0.20739228,236.27,3.542
1412,DES41,302.45,0.203,0.198721401,236.27,3.542
1413,DES41,303.25,0.195,0.190529573,236.27,3.542
1414,DES41,303.95,0.189,0.183729266,236.27,3.542
1415,DES41,304.75,0.181,0.176350699,236.27,3.542
1416,DES41,305.55,0.174,0.169365093,236.27,3.542
1417,DES41,306.25,0.168,0.163554899,236.27,3.542
1418,DES41,307.05,0.162,0.157238747,236.27,3.542
1419,DES41,307.85,0.156,0.151247194,236.27,3.542
1420,DES41,308.65,0.15,0.145559834,236.27,3.542
1421,DES41,309.35,0.145,0.140818034,236.27,3.542
1422,DES41,310.15,0.139,0.135651177,236.27,3.542
1423,DES41,310.95,0.134,0.130737791,236.27,3.542
1424,DES41,311.65,0.13,0.126634494,236.27,3.542
1425,DES41,312.45,0.125,0.122156129,236.27,3.542
1426,DES41,313.25,0.12,0.117890242,236.27,3.542
1427,DES41,313.95,0.117,0.114322137,236.27,3.542
1428,DES41,314.75,0.112,0.11042195,236.27,3.542
1429,DES41,315.55,0.108,0.106700884,236.27,3.542
1430,DES41,316.25,0.105,0.103583917,236.27,3.542
1431,DES41,317.05,0.101,0.100171964,236.27,3.542
1432,DES41,317.85,0.097,0.096911817,236.27,3.542
1433,DES41,318.65,0.094,0.093795158,236.27,3.542
1434,DES41,319.35,0.091,0.091179653,236.27,3.542
1435,DES41,320.15,0.088,0.088311446,236.27,3.542
1436,DES41,320.95,0.085,0.085565661,236.27,3.542
1437,DES41,321.65,0.082,0.083258444,236.27,3.542
1438,DES41,322.45,0.079,0.080725134,236.27,3.542
1439,DES41,323.25,0.077,0.078296762,236.27,3.542
1440,DES42,293.15,0.222,0.220820766,207,4.7626
1441,DES42,293.85,0.213,0.211763008,207,4.7626
1442,DES42,294.65,0.204,0.20200639,207,4.7626
1443,DES42,295.45,0.194,0.192839297,207,4.7626
1444,DES42,296.25,0.187,0.184218471,207,4.7626
1445,DES42,297.05,0.179,0.176104357,207,4.7626
1446,DES42,297.85,0.17,0.168460742,207,4.7626
1447,DES42,298.55,0.161,0.162132371,207,4.7626
1448,DES42,299.35,0.155,0.15528363,207,4.7626
1449,DES42,300.15,0.148,0.148817123,207,4.7626
1450,DES42,300.95,0.143,0.142706849,207,4.7626
1451,DES42,301.65,0.138,0.13763372,207,4.7626
1452,DES42,302.45,0.132,0.132128357,207,4.7626
1453,DES42,303.25,0.127,0.126915352,207,4.7626
1454,DES42,303.95,0.123,0.122578851,207,4.7626
1455,DES42,304.75,0.118,0.11786403,207,4.7626
1456,DES42,305.55,0.113,0.113390822,207,4.7626
1457,DES42,306.25,0.109,0.109663021,207,4.7626
1458,DES42,307.05,0.105,0.105602872,207,4.7626
1459,DES42,307.85,0.101,0.1017437,207,4.7626
1460,DES42,308.65,0.097,0.098073311,207,4.7626
1461,DES42,309.35,0.094,0.095007657,207,4.7626
1462,DES42,310.15,0.091,0.091661335,207,4.7626
1463,DES42,310.95,0.087,0.08847333,207,4.7626
1464,DES42,311.65,0.084,0.085806447,207,4.7626
1465,DES42,312.45,0.081,0.082890982,207,4.7626
1466,DES42,313.25,0.078,0.080109036,207,4.7626
1467,DES42,313.95,0.076,0.077778432,207,4.7626
1468,DES42,314.75,0.073,0.075226946,207,4.7626
1469,DES42,315.55,0.07,0.072788662,207,4.7626
1470,DES42,316.25,0.068,0.070743149,207,4.7626
1471,DES42,317.05,0.066,0.068500749,207,4.7626
1472,DES42,317.85,0.063,0.066354808,207,4.7626
1473,DES42,318.55,0.061,0.064552201,207,4.7626
1474,DES42,319.35,0.059,0.062573567,207,4.7626
1475,DES42,320.15,0.057,0.060677514,207,4.7626
1476,DES42,320.95,0.055,0.05885978,207,4.7626
1477,DES42,321.65,0.054,0.057330359,207,4.7626
1478,DES42,322.45,0.052,0.055648881,207,4.7626
1479,DES42,323.25,0.05,0.054034858,207,4.7626
1480,DES43,293.05,0.179,0.17838582,193.22,5.9831
1481,DES43,293.85,0.171,0.170261579,193.22,5.9831
1482,DES43,294.65,0.164,0.162623245,193.22,5.9831
1483,DES43,295.45,0.157,0.155435505,193.22,5.9831
1484,DES43,296.25,0.149,0.148666036,193.22,5.9831
1485,DES43,297.05,0.143,0.142285226,193.22,5.9831
1486,DES43,297.85,0.137,0.136265905,193.22,5.9831
1487,DES43,298.55,0.132,0.131275872,193.22,5.9831
1488,DES43,299.35,0.126,0.125868688,193.22,5.9831
1489,DES43,300.15,0.121,0.120756544,193.22,5.9831
1490,DES43,300.85,0.117,0.116509961,193.22,5.9831
1491,DES43,301.65,0.112,0.111899271,193.22,5.9831
1492,DES43,302.45,0.108,0.107531156,193.22,5.9831
1493,DES43,303.25,0.104,0.103390014,193.22,5.9831
1494,DES43,303.95,0.1,0.099941335,193.22,5.9831
1495,DES43,304.75,0.096,0.09618773,193.22,5.9831
1496,DES43,305.55,0.093,0.092622445,193.22,5.9831
1497,DES43,306.25,0.089,0.089648182,193.22,5.9831
1498,DES43,307.05,0.086,0.086405454,193.22,5.9831
1499,DES43,307.85,0.083,0.083319961,193.22,5.9831
1500,DES43,308.65,0.08,0.080382344,193.22,5.9831
1501,DES43,309.35,0.077,0.077926378,193.22,5.9831
1502,DES43,310.15,0.074,0.075243047,193.22,5.9831
1503,DES43,310.95,0.071,0.072684157,193.22,5.9831
1504,DES43,311.65,0.069,0.070541616,193.22,5.9831
1505,DES43,312.45,0.066,0.068197294,193.22,5.9831
1506,DES43,313.25,0.064,0.06595826,193.22,5.9831
1507,DES43,313.95,0.062,0.064080885,193.22,5.9831
1508,DES43,314.75,0.06,0.062023864,193.22,5.9831
1509,DES43,315.55,0.058,0.060056384,193.22,5.9831
1510,DES43,316.25,0.056,0.058404501,193.22,5.9831
1511,DES43,317.05,0.054,0.056592187,193.22,5.9831
1512,DES43,317.85,0.052,0.054856391,193.22,5.9831
1513,DES43,318.65,0.05,0.053193121,193.22,5.9831
1514,DES43,319.35,0.048,0.051794302,193.22,5.9831
1515,DES43,320.15,0.047,0.0502571,193.22,5.9831
1516,DES43,320.95,0.045,0.048782256,193.22,5.9831
1517,DES43,321.65,0.044,0.047540453,193.22,5.9831
1518,DES43,322.45,0.042,0.046174233,193.22,5.9831
1519,DES43,323.25,0.041,0.044861858,193.22,5.9831
1520,DES44,293.05,0.158,0.156945753,184.61,7.2036
1521,DES44,293.85,0.151,0.149905085,184.61,7.2036
1522,DES44,294.65,0.144,0.143279834,184.61,7.2036
1523,DES44,295.45,0.138,0.137040192,184.61,7.2036
1524,DES44,296.25,0.132,0.131158851,184.61,7.2036
1525,DES44,297.05,0.126,0.125610757,184.61,7.2036
1526,DES44,297.85,0.12,0.120372906,184.61,7.2036
1527,DES44,298.55,0.116,0.116027614,184.61,7.2036
1528,DES44,299.35,0.111,0.111315793,184.61,7.2036
1529,DES44,300.15,0.107,0.106857831,184.61,7.2036
1530,DES44,300.85,0.103,0.103152195,184.61,7.2036
1531,DES44,301.65,0.099,0.099126214,184.61,7.2036
1532,DES44,302.45,0.095,0.095309449,184.61,7.2036
1533,DES44,303.25,0.091,0.091688599,184.61,7.2036
1534,DES44,303.95,0.088,0.088671367,184.61,7.2036
1535,DES44,304.75,0.085,0.085385395,184.61,7.2036
1536,DES44,305.55,0.082,0.08226233,184.61,7.2036
1537,DES44,306.25,0.079,0.079655482,184.61,7.2036
1538,DES44,307.05,0.076,0.076811736,184.61,7.2036
1539,DES44,307.85,0.073,0.074104288,184.61,7.2036
1540,DES44,308.65,0.07,0.071525112,184.61,7.2036
1541,DES44,309.35,0.068,0.069367675,184.61,7.2036
1542,DES44,310.15,0.065,0.067009287,184.61,7.2036
1543,DES44,310.95,0.063,0.064759049,184.61,7.2036
1544,DES44,311.65,0.061,0.062873997,184.61,7.2036
1545,DES44,312.45,0.059,0.060810405,184.61,7.2036
1546,DES44,313.25,0.056,0.058838481,184.61,7.2036
1547,DES44,313.95,0.055,0.05718429,184.61,7.2036
1548,DES44,314.75,0.053,0.05537097,184.61,7.2036
1549,DES44,315.55,0.051,0.05363574,184.61,7.2036
1550,DES44,316.25,0.049,0.052178201,184.61,7.2036
1551,DES44,317.05,0.047,0.050578405,184.61,7.2036
1552,DES44,317.85,0.046,0.049045448,184.61,7.2036
1553,DES44,318.65,0.044,0.047575879,184.61,7.2036
1554,DES44,319.35,0.043,0.046339449,184.61,7.2036
1555,DES44,320.15,0.041,0.044980145,184.61,7.2036
1556,DES44,320.95,0.04,0.043675423,184.61,7.2036
1557,DES44,321.65,0.039,0.042576426,184.61,7.2036
1558,DES44,322.45,0.037,0.041366852,184.61,7.2036
1559,DES44,323.25,0.036,0.040204474,184.61,7.2036
1560,DES45,293.05,0.142,0.140679542,177.72,8.4242
1561,DES45,293.85,0.136,0.134454138,177.72,8.4242
1562,DES45,294.65,0.13,0.128591569,177.72,8.4242
1563,DES45,295.45,0.124,0.123066101,177.72,8.4242
1564,DES45,296.25,0.119,0.117854133,177.72,8.4242
1565,DES45,297.05,0.114,0.112933993,177.72,8.4242
1566,DES45,297.75,0.109,0.108852559,177.72,8.4242
1567,DES45,298.55,0.105,0.104427156,177.72,8.4242
1568,DES45,299.35,0.101,0.100240479,177.72,8.4242
1569,DES45,300.15,0.097,0.096276799,177.72,8.4242
1570,DES45,300.85,0.093,0.092980069,177.72,8.4242
1571,DES45,301.65,0.089,0.08939626,177.72,8.4242
1572,DES45,302.45,0.086,0.085996625,177.72,8.4242
1573,DES45,303.25,0.083,0.082769576,177.72,8.4242
1574,DES45,303.95,0.08,0.080079027,177.72,8.4242
1575,DES45,304.75,0.077,0.077147271,177.72,8.4242
1576,DES45,305.55,0.074,0.074359306,177.72,8.4242
1577,DES45,306.25,0.071,0.072030972,177.72,8.4242
1578,DES45,307.05,0.069,0.069489776,177.72,8.4242
1579,DES45,307.85,0.066,0.067069104,177.72,8.4242
1580,DES45,308.65,0.063,0.064761931,177.72,8.4242
1581,DES45,309.35,0.061,0.062831104,177.72,8.4242
1582,DES45,310.15,0.059,0.060719455,177.72,8.4242
1583,DES45,310.95,0.057,0.058703661,177.72,8.4242
1584,DES45,311.65,0.055,0.057014251,177.72,8.4242
1585,DES45,312.45,0.053,0.055164019,177.72,8.4242
1586,DES45,313.25,0.051,0.053395166,177.72,8.4242
1587,DES45,313.95,0.049,0.051910698,177.72,8.4242
1588,DES45,314.75,0.048,0.050282752,177.72,8.4242
1589,DES45,315.55,0.046,0.048724236,177.72,8.4242
1590,DES45,316.25,0.044,0.047414607,177.72,8.4242
1591,DES45,317.05,0.043,0.045976591,177.72,8.4242
1592,DES45,317.85,0.041,0.044598088,177.72,8.4242
1593,DES45,318.65,0.04,0.043276051,177.72,8.4242
1594,DES45,319.35,0.039,0.042163332,177.72,8.4242
1595,DES45,320.15,0.037,0.040939586,177.72,8.4242
1596,DES45,320.95,0.036,0.039764527,177.72,8.4242
1597,DES45,321.65,0.035,0.038774398,177.72,8.4242
1598,DES45,322.45,0.034,0.037684266,177.72,8.4242
1599,DES45,323.25,0.033,0.036636286,177.72,8.4242
